County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,71467,118135,6703,315545
Linn,33781,62698,6706,164661
Johnson,22239,51550,2740,128335
Scott,19916,45529,3916,115892
Black Hawk,16736,40061,4498,101648
Dubuque,16633,35464,1076,88558
Dallas,14131,17990,1464,50802
Woodbury,11772,24739,2745,63554
Story,11321,24461,924,61040
Pottawattamie,8880,27041,4293,68242
Cerro Gordo,5889,16085,1134,39160
Warren,5493,8989,471,23635
Webster,5347,9568,829,25360
Clinton,4598,8857,1041,23398
Marshall,4410,6549,2508,19971
Des Moines,4214,11637,533,27947
Muscatine,4049,7316,4098,22811
Jasper,3793,7505,495,19024
Carroll,3681,5144,768,14734
Marion,3572,7118,3676,21467
Poweshiek,3409,4414,138,12261
Wapello,3030,7248,436,17961
Bremer,2959,8072,952,20026
Lee,2926,7393,1151,19067
Boone,2867,6664,279,16411
Cass,2534,7180,228,17150
Sioux,2438,6406,2334,17592
Mahaska,2419,4121,249,10911
Madison,2323,3890,78,10175
Washington,2287,3868,380,10400
Tama,2222,4491,940,12041
Dickinson,2218,4673,115,11674
Fayette,2216,7096,808,17193
Iowa,2176,3166,466,8969
Greene,2115,2054,335,6516
Hamilton,2058,4148,325,10727
Mills,1951,3158,85,8357
Page,1925,3928,626,10412
Jackson,1893,5135,122,12272
Plymouth,1892,4525,2778,13727
Henry,1884,4258,554,10970
Humboldt,1858,1948,315,6091
Hardin,1763,3761,1143,10410
Shelby,1757,3527,38,8860
Winneshiek,1750,4801,513,11902
Buchanan,1722,3927,190,9746
Emmet,1714,2948,296,7983
Benton,1662,4445,356,10915
Buena Vista,1607,4165,3160,13175
Union,1575,2684,114,6985
Jones,1567,3198,605,8606
Crawford,1559,3798,1458,10617
Cedar,1558,4087,201,9907
Floyd,1513,3833,713,9880
Clay,1501,5972,50,13451
Clayton,1480,4325,570,10690
Jefferson,1450,4729,754,11669
Kossuth,1412,3970,374,9725
Guthrie,1347,2484,176,6480
Lucas,1296,1869,306,5316
Winnebago,1265,2283,387,6230
Grundy,1206,2924,199,7255
Cherokee,1186,3040,170,7430
Delaware,1169,2850,597,7459
Allamakee,1120,4170,45,9488
Wayne,1089,1847,332,5117
Harrison,1075,2147,187,5553
O'Brien,1066,3690,225,8676
Appanoose,1040,2937,374,7304
Davis,999,2066,1577,6713
Montgomery,995,1869,499,5235
Wright,943,3276,1480,8953
Franklin,931,2322,175,5746
Butler,896,2789,65,6542
Clarke,881,2859,1249,7823
Decatur,844,1962,105,4873
Monroe,822,2056,199,5127
Sac,822,2401,0,5626
Lyon,783,1951,25,4706
Louisa,763,2258,1493,6745
Calhoun,751,2948,100,6753
Mitchell,717,3350,0,7429
Palo Alto,697,2377,82,5566
Chickasaw,684,1953,298,4882
Howard,655,1284,87,3298
Hancock,621,2040,552,5251
Pocahontas,550,1203,130,3085
Adams,488,1241,0,3034
Adair,457,1483,253,3675
Ringgold,457,1487,0,3454
Audubon,437,1451,96,3434
Monona,434,1373,105,3270
Van Buren,413,914,69,2309
Worth,396,1159,0,2710
Keokuk,394,1077,100,2648
Taylor,388,1756,0,3909
Fremont,377,1139,71,2728
Osceola,332,1039,120,2530
Ida,272,1183,361,3001
Out of State,257,4255,0,8400
