County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,68757,141027,6778,358358
Linn,29675,74608,6731,184269
Johnson,20025,58784,2743,140301
Scott,16299,53057,3930,127510
Story,14620,28216,1129,71837
Black Hawk,14442,45626,4533,110513
Dallas,13293,23338,1467,60487
Dubuque,12226,42446,1207,98193
Pottawattamie,8036,30759,4293,74824
Woodbury,7629,30699,2808,71420
Warren,5273,10557,484,26520
Cerro Gordo,5154,17508,1167,41353
Marshall,4552,7316,2509,21637
Clinton,3916,10490,1046,26004
Jasper,3778,8579,503,21167
Muscatine,3762,8260,4100,24452
Des Moines,3448,12887,539,29723
Webster,3447,12299,835,29041
Poweshiek,2792,5397,148,13624
Boone,2616,7565,284,17933
Wapello,2558,8163,436,19350
Marion,2526,8551,3682,23341
Bremer,2480,8919,951,21245
Tama,2222,4824,940,12720
Lee,2133,8683,1152,20886
Carroll,2038,6979,773,16816
Sioux,2024,7111,2341,18602
Cass,1941,7841,238,17961
Iowa,1893,3536,467,9429
Mahaska,1882,4925,254,12008
Madison,1858,4630,78,11190
Washington,1855,4557,380,11354
Henry,1814,4835,577,12105
Jackson,1811,5616,122,13146
Winneshiek,1786,5205,514,12760
Jones,1783,3747,605,9924
Fayette,1673,7941,809,18354
Page,1644,4808,627,11891
Dickinson,1601,5427,120,12589
Hamilton,1551,4866,325,11693
Emmet,1507,3238,297,8362
Mills,1486,3707,85,8992
Plymouth,1397,5117,2781,14427
Buchanan,1397,4418,190,10411
Floyd,1351,4464,717,10984
Buena Vista,1351,4749,3160,14108
Cedar,1318,4506,201,10509
Benton,1289,5717,357,13080
Hardin,1228,4432,1143,11232
Jefferson,1170,5330,754,12591
Union,1170,3292,119,7746
Crawford,1154,4338,1458,11298
Shelby,1103,4269,43,9719
Kossuth,1081,4409,376,10297
Guthrie,1020,2942,174,7068
Clayton,987,4907,576,11378
Clay,956,6693,50,14356
Greene,950,3280,335,7834
Harrison,943,2379,187,5886
Delaware,936,3174,603,7878
Winnebago,877,2764,387,6809
Grundy,857,3482,201,8028
Allamakee,819,4617,45,10089
Calhoun,817,3261,100,7450
Clarke,808,3042,1254,8117
Lucas,805,2404,306,5945
Cherokee,790,3543,169,8045
O'Brien,760,4096,225,9184
Montgomery,753,2210,499,5691
Butler,740,3032,65,6874
Wright,730,3633,1481,9455
Wayne,670,2267,332,5574
Appanoose,666,3385,374,7861
Sac,653,2606,0,5872
Monroe,626,2304,199,5436
Chickasaw,622,2063,298,5041
Davis,619,2499,1578,7193
Hancock,610,2205,552,5571
Lyon,579,2308,25,5215
Humboldt,541,3261,314,7472
Decatur,528,2277,105,5225
Palo Alto,510,2617,82,5861
Howard,506,1491,87,3564
Franklin,501,2805,175,6288
Pocahontas,453,1363,130,3311
Louisa,447,2639,1493,7190
Mitchell,394,3811,0,8027
Monona,394,1477,105,3439
Ringgold,358,1605,0,3595
Worth,357,1292,0,2938
Adair,334,1734,255,4015
Keokuk,324,1178,100,2780
Audubon,322,1599,96,3613
Fremont,305,1242,73,2864
Van Buren,276,1159,69,2662
Adams,271,1410,0,3225
Osceola,264,1153,120,2690
Out of State,257,4254,0,8416
Taylor,254,1897,0,4070
Ida,229,1281,361,3156
