County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,67626,105954,6103,286846
Linn,32314,56572,5951,150267
Scott,22487,40149,3802,107511
Johnson,21864,47169,2622,119219
Dubuque,17690,31262,1018,81170
Black Hawk,15796,36649,4326,93714
Dallas,14435,14856,1436,44888
Woodbury,11963,23358,2676,60910
Story,11029,21835,894,55455
Pottawattamie,10078,24965,4276,65217
Cerro Gordo,6041,14673,1124,36458
Webster,5622,8784,822,24010
Clinton,5306,7527,1024,21409
Warren,5266,7973,469,21381
Muscatine,4502,6178,3889,20768
Des Moines,4471,10803,480,26436
Marion,3991,6184,3677,20011
Jasper,3810,6838,458,17686
Fayette,3791,5222,785,14984
Marshall,3505,5674,2464,17280
Bremer,3417,7117,904,18525
Boone,3330,5591,231,14691
Carroll,3263,4721,759,13479
Lee,3226,6743,1149,18042
Wapello,3163,6742,420,17076
Poweshiek,3072,4130,131,11361
Jefferson,2764,3162,743,9838
Cass,2640,6851,225,16595
Sioux,2592,5838,2294,16569
Winneshiek,2585,3572,506,10255
Dickinson,2534,4135,115,10914
Mahaska,2301,3777,249,10099
Washington,2288,3410,377,9482
Hamilton,2255,3489,324,9580
Page,2201,3437,626,9687
Plymouth,2200,4085,2779,13151
Henry,2152,3700,402,9966
Madison,2149,3522,78,9276
Greene,2080,1798,321,5987
Tama,2047,4193,826,11165
Shelby,2030,3111,33,8289
Iowa,2011,3101,466,8674
Mills,1991,2808,85,7697
Buchanan,1989,3490,190,9144
Jackson,1987,4759,122,11612
Humboldt,1980,1734,315,5777
Kossuth,1972,3318,335,8926
Clay,1962,5352,49,12659
Crawford,1882,3244,1457,9820
Benton,1877,3978,355,10194
Cedar,1806,3573,201,9140
Emmet,1798,2782,294,7719
Clayton,1787,3849,493,9969
Union,1757,2313,112,6443
Hardin,1750,3468,1140,9805
Buena Vista,1724,3779,3108,12468
Floyd,1668,3440,703,9234
Jones,1534,2990,605,8158
Wright,1517,2551,1442,8041
Cherokee,1482,2579,170,6802
Appanoose,1468,2496,372,6820
Guthrie,1427,2167,176,5925
O'Brien,1423,3158,222,7967
Lucas,1314,1628,305,4857
Grundy,1298,2659,184,6802
Winnebago,1296,2021,387,5737
Franklin,1249,1927,175,5272
Delaware,1239,2501,411,6645
Davis,1219,1763,1575,6313
Decatur,1207,1560,105,4411
Allamakee,1174,3987,45,9179
Wayne,1162,1747,332,4989
Calhoun,1075,2610,100,6392
Harrison,1064,1933,187,5116
Montgomery,1030,1700,499,4926
Monroe,972,1797,199,4757
Clarke,966,2577,1244,7350
Lyon,920,1737,25,4415
Sac,909,2139,0,5188
Louisa,909,1950,1489,6279
Palo Alto,828,2159,6,5182
Butler,828,2631,65,6158
Chickasaw,754,1734,298,4516
Hancock,707,1866,550,4986
Adair,667,1250,253,3403
Adams,666,1076,0,2840
Ringgold,620,1272,0,3184
Howard,587,1158,87,2986
Taylor,544,1552,0,3675
Mitchell,535,3345,0,7233
Audubon,482,1346,96,3270
Fremont,477,1017,71,2583
Pocahontas,468,1101,130,2799
Monona,424,1264,105,3042
Keokuk,416,975,100,2467
Van Buren,409,863,62,2196
Worth,406,1084,0,2570
Osceola,390,938,120,2387
Ida,328,1092,280,2794
Out of State,259,4255,0,8394
