County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,66127,103684,5173,279921
Linn,32141,55288,5842,147439
Scott,22154,39882,3127,105952
Johnson,21375,46821,2388,117829
Dubuque,17317,31012,951,80233
Black Hawk,16164,35621,4192,91877
Dallas,14336,14380,1402,43826
Woodbury,11677,23138,2584,60089
Story,11112,21499,847,54823
Pottawattamie,10004,24819,4191,64747
Cerro Gordo,6145,14452,1060,36042
Webster,5740,8645,798,23827
Clinton,5529,7251,963,21017
Warren,5146,7851,446,20992
Des Moines,4619,10477,465,25910
Muscatine,4323,6145,3702,20333
Marion,3956,6138,3574,19782
Fayette,3836,5107,784,14799
Jasper,3810,6712,429,17410
Bremer,3521,6958,792,18196
Marshall,3520,5563,2268,16880
Wapello,3416,6346,400,16517
Boone,3412,5485,216,14547
Lee,3319,6573,1120,17760
Carroll,3318,4646,734,13358
Cass,3141,6275,215,15935
Poweshiek,2985,3965,121,10943
Jefferson,2793,3120,738,9776
Sioux,2671,5710,2283,16378
Winneshiek,2588,3534,433,10111
Dickinson,2473,4090,104,10749
Washington,2380,3262,361,9262
Mahaska,2298,3659,233,9843
Hamilton,2258,3452,299,9481
Madison,2258,3353,78,9044
Plymouth,2200,4054,2560,12866
Page,2199,3417,626,9645
Henry,2135,3682,402,9911
Greene,2047,1743,230,5760
Tama,2029,4136,799,11006
Iowa,1995,3100,466,8656
Mills,1995,2776,85,7636
Clay,1974,5315,40,12580
Humboldt,1968,1697,315,5694
Buchanan,1966,3488,187,9115
Kossuth,1964,3274,302,8799
Jackson,1911,4751,122,11517
Crawford,1887,3200,1457,9730
Benton,1884,3954,319,10117
Clayton,1793,3824,432,9864
Cedar,1789,3552,201,9083
Emmet,1786,2768,294,7678
Shelby,1760,3037,33,7866
Hardin,1725,3445,956,9552
Floyd,1693,3369,416,8827
Union,1681,2260,96,6290
Buena Vista,1678,3756,3108,12374
Jones,1534,2990,557,8110
Wright,1525,2490,1433,7917
Appanoose,1507,2430,341,6693
O'Brien,1478,3041,116,7684
Cherokee,1458,2576,125,6728
Guthrie,1438,2135,176,5871
Winnebago,1321,1969,387,5656
Lucas,1283,1605,305,4785
Franklin,1278,1886,146,5190
Decatur,1276,1477,105,4307
Grundy,1257,2606,150,6622
Delaware,1239,2501,255,6489
Wayne,1229,1658,332,4878
Davis,1214,1752,1575,6286
Allamakee,1176,3985,0,9132
Calhoun,1070,2609,97,6382
Harrison,1064,1933,187,5116
Clarke,1025,2513,1234,7263
Montgomery,996,1693,499,4876
Monroe,985,1753,199,4683
Louisa,967,1868,1488,6172
Sac,905,2138,0,5182
Lyon,889,1737,25,4384
Butler,819,2629,49,6129
Palo Alto,811,2152,0,5146
Chickasaw,754,1734,298,4516
Adams,703,1042,0,2804
Hancock,700,1864,512,4937
Adair,666,1250,168,3317
Ringgold,628,1247,0,3135
Taylor,598,1536,0,3657
Howard,587,1158,87,2986
Mitchell,537,3345,0,7233
Audubon,482,1346,94,3268
Fremont,477,1017,71,2583
Pocahontas,468,1101,130,2799
Monona,424,1264,104,3041
Keokuk,416,975,100,2467
Worth,414,1050,0,2510
Van Buren,409,863,7,2141
Osceola,390,938,120,2387
Ida,328,1092,279,2793
Out of State,259,4255,0,8394
