County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,60896,159027,7389,386623
Linn,24588,83325,6951,196835
Johnson,14679,65971,3027,149323
Story,14087,30927,1602,76819
Scott,12081,59057,4176,135630
Dallas,10524,27659,1503,66232
Black Hawk,10450,50608,4790,116736
Pottawattamie,7232,32794,4321,78101
Dubuque,7231,48416,1350,105264
Woodbury,5016,34446,3903,77401
Marshall,4194,8035,2520,22725
Warren,4167,11976,576,28456
Cerro Gordo,4162,18883,1247,43226
Clinton,3261,11497,1079,27411
Muscatine,3107,9271,4107,25867
Jasper,3023,9604,545,22542
Webster,2921,12938,843,29860
Des Moines,2706,14022,567,31329
Bremer,2147,9430,970,21951
Boone,2114,8248,330,18859
Lee,1912,9056,1209,21491
Wapello,1870,9064,443,20523
Marion,1865,9376,3734,24453
Jones,1687,4039,605,10415
Carroll,1667,7419,794,17385
Tama,1648,5594,944,13702
Winneshiek,1614,5599,676,13526
Poweshiek,1606,6832,174,15369
Iowa,1599,3860,477,9797
Sioux,1596,7756,2359,19480
Mahaska,1572,5361,284,12622
Page,1541,5001,627,12189
Henry,1498,5391,760,13087
Madison,1485,5092,110,11786
Jackson,1481,6070,142,13750
Washington,1464,5145,403,12169
Hamilton,1187,5293,339,12221
Buena Vista,1125,5118,3160,14619
Benton,1113,6017,364,13512
Mills,1066,4165,92,9499
Jefferson,1043,5650,754,13107
Cass,1027,8776,260,19014
Fayette,1021,8690,833,19252
Floyd,975,4943,761,11626
Dickinson,975,6176,144,13487
Union,975,3571,146,8142
Buchanan,920,4945,204,11007
Cedar,910,4970,201,11029
Crawford,805,4783,1466,11859
Harrison,787,2588,187,6154
Plymouth,765,5801,2796,15196
Emmet,740,4072,297,9276
Guthrie,734,3284,174,7478
Hardin,694,5038,1180,11984
Kossuth,675,4889,380,10872
Shelby,668,4778,58,10335
Clay,659,7066,82,14835
Calhoun,644,3451,125,7693
Grundy,630,3754,214,8358
Clayton,628,5316,592,11871
Allamakee,614,4908,49,10468
Lucas,600,2634,322,6234
Wright,576,3858,1502,9774
Greene,576,3634,393,8287
Clarke,566,3350,1287,8545
Delaware,541,3661,644,8494
Cherokee,541,3871,178,8463
Appanoose,532,3564,411,8133
Montgomery,522,2531,510,6118
Hancock,519,2373,576,5841
Howard,510,1512,87,3610
Winnebago,509,3170,394,7264
O'Brien,490,4413,240,9565
Butler,471,3322,103,7223
Sac,469,2806,0,6089
Chickasaw,462,2245,298,5245
Lyon,461,2471,25,5424
Wayne,438,2500,338,5845
Mitchell,392,3813,64,8095
Pocahontas,388,1432,130,3384
Humboldt,386,3426,318,7688
Monona,373,1567,105,3599
Franklin,368,2971,187,6501
Palo Alto,357,2817,88,6115
Monroe,345,2590,199,5748
Decatur,341,2474,105,5462
Louisa,328,2795,1493,7387
Davis,292,2843,1600,7591
Worth,283,1383,0,3046
Ringgold,271,1733,0,3767
Out of State,257,4254,0,8429
Keokuk,247,1274,100,2896
Adair,225,1879,280,4213
Fremont,217,1343,73,2978
Taylor,215,1951,0,4140
Audubon,204,1727,101,3756
Van Buren,193,1254,79,2780
Adams,189,1488,1,3313
Osceola,186,1250,125,2811
Ida,150,1371,426,3319
