County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,38730,209042,10381,467005
Linn,14893,104639,7788,230672
Johnson,10846,79090,3716,172380
Scott,10623,68206,5445,153722
Story,7449,42365,2421,93734
Black Hawk,7351,58529,5575,130225
Dallas,6107,37131,2116,81095
Pottawattamie,5996,38151,4659,87899
Dubuque,4950,54363,1890,115374
Woodbury,4912,37791,4425,84497
Cerro Gordo,2833,21919,1571,48307
Des Moines,2299,15700,633,34368
Clinton,1882,14212,1308,31693
Warren,1875,15096,839,32740
Webster,1744,15283,1015,33554
Muscatine,1574,11975,4568,30218
Marshall,1566,11791,2590,27678
Jasper,1502,12184,921,26600
Tama,1364,7028,964,16399
Wapello,1270,10608,537,23132
Bremer,1196,10988,1126,24291
Lee,1096,10612,1606,24175
Boone,1067,9996,477,21485
Marion,1015,10829,3949,26773
Jefferson,898,6422,889,14632
Carroll,897,8650,1004,19361
Washington,862,6323,472,13994
Winneshiek,835,7039,929,15834
Buena Vista,799,6052,3227,16222
Page,781,6123,676,13733
Sioux,769,9055,2515,21408
Mills,766,4803,135,10525
Poweshiek,761,8216,344,17440
Clay,751,7474,187,15834
Mahaska,675,6682,444,14525
Fayette,664,9373,867,20295
Cass,654,9510,340,20230
Emmet,642,4333,342,9758
Henry,589,6646,1673,15609
Dickinson,588,6949,192,14685
Plymouth,584,6396,2848,16262
Wright,523,4312,1646,10772
Kossuth,518,5369,457,11766
Benton,510,6923,427,14797
Jackson,482,7408,216,15505
Madison,477,6409,141,13491
Jones,471,5597,784,12508
Crawford,469,5461,1530,12946
Union,460,4358,242,9334
Greene,440,3975,469,8934
Hardin,436,5634,1261,13020
Floyd,413,5808,946,12994
O'Brien,409,4794,295,10300
Clarke,408,3748,1323,9239
Delaware,406,4144,719,9380
Guthrie,398,3954,228,8548
Cedar,396,5737,249,12097
Buchanan,391,5707,282,12090
Hamilton,387,6374,391,13676
Allamakee,376,5264,97,11006
Appanoose,361,3886,451,8673
Grundy,349,4257,324,9197
Harrison,347,3118,216,6809
Montgomery,337,2912,552,6741
Iowa,324,5314,562,11536
Shelby,320,5346,98,11157
Winnebago,311,3572,469,7946
Monroe,308,2854,257,6302
Humboldt,298,3669,358,8135
Cherokee,297,4317,225,9164
Lucas,262,3092,369,6910
Out of State,252,5276,0,10466
Monona,243,1897,155,4177
Clayton,235,5790,628,12492
Wayne,228,2768,365,6229
Adair,223,2030,313,4535
Davis,220,3026,1646,7947
Palo Alto,218,3097,134,6575
Decatur,211,2685,118,5791
Franklin,204,3247,223,6931
Hancock,194,2792,690,6467
Mitchell,183,4130,118,8578
Louisa,179,3050,1513,7768
Howard,170,1968,153,4242
Ringgold,149,1930,4,4064
Lyon,147,2856,62,5921
Chickasaw,139,2649,316,5746
Butler,134,3718,137,7716
Calhoun,128,4011,157,8334
Sac,117,3173,42,6522
Adams,117,1581,6,3465
Taylor,116,2106,11,4362
Ida,113,1474,478,3537
Fremont,100,1521,94,3236
Pocahontas,99,1786,140,3814
Van Buren,96,1364,91,2917
Audubon,88,1913,101,4012
Keokuk,81,1508,100,3195
Worth,77,1636,0,3346
Osceola,50,1420,153,3043
