County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,39042,208168,10269,465459
Linn,14952,104417,7774,230271
Johnson,10851,78958,3708,172120
Scott,10628,68049,5419,153390
Story,7528,42223,2410,93518
Black Hawk,7421,58411,5556,130042
Dallas,6181,36945,2092,80778
Pottawattamie,6009,38013,4659,87635
Dubuque,4937,54333,1888,115299
Woodbury,4908,37718,4420,84345
Cerro Gordo,2832,21883,1564,48227
Des Moines,2283,15673,629,34295
Clinton,1892,14174,1295,31614
Warren,1885,15067,831,32682
Webster,1729,15257,1013,33485
Muscatine,1595,11952,4551,30169
Marshall,1558,11767,2590,27623
Jasper,1508,12158,911,26545
Tama,1376,7008,964,16370
Wapello,1286,10576,533,23080
Bremer,1189,10972,1124,24249
Lee,1094,10584,1598,24109
Boone,1067,9974,474,21439
Marion,1025,10806,3949,26732
Jefferson,944,6359,880,14543
Carroll,895,8642,1003,19341
Washington,867,6309,471,13971
Winneshiek,809,7026,927,15780
Buena Vista,784,6040,3227,16182
Page,781,6114,673,13711
Poweshiek,778,8196,340,17409
Sioux,760,9054,2514,21396
Mills,758,4800,135,10511
Clay,754,7465,183,15815
Mahaska,671,6678,439,14508
Fayette,664,9368,867,20285
Cass,649,9501,337,20204
Emmet,644,4329,342,9752
Henry,602,6619,1666,15561
Dickinson,592,6938,188,14663
Plymouth,583,6389,2845,16244
Wright,529,4304,1646,10762
Kossuth,528,5355,457,11747
Benton,508,6919,426,14786
Madison,490,6390,139,13462
Jackson,483,7402,216,15494
Union,467,4351,242,9327
Crawford,465,5451,1529,12921
Jones,464,5597,775,12492
Hardin,439,5614,1256,12978
Greene,437,3972,463,8918
Floyd,410,5798,943,12968
Delaware,406,4143,719,9378
O'Brien,405,4791,295,10290
Guthrie,398,3954,228,8548
Clarke,396,3742,1323,9217
Cedar,391,5734,249,12086
Hamilton,385,6368,391,13662
Buchanan,383,5707,278,12078
Allamakee,376,5264,95,11004
Appanoose,370,3874,451,8658
Grundy,349,4257,324,9197
Harrison,347,3118,216,6809
Montgomery,339,2908,552,6735
Iowa,324,5314,562,11536
Shelby,319,5343,98,11150
Winnebago,306,3571,466,7937
Cherokee,306,4308,224,9153
Monroe,306,2852,252,6291
Humboldt,293,3662,358,8116
Lucas,266,3084,369,6900
Out of State,252,5276,0,10466
Monona,243,1897,155,4177
Clayton,235,5790,628,12492
Wayne,232,2764,365,6225
Adair,223,2030,313,4535
Palo Alto,216,3095,134,6569
Davis,215,3024,1646,7938
Decatur,214,2674,118,5772
Franklin,204,3247,223,6931
Hancock,194,2792,690,6467
Louisa,189,3038,1513,7755
Mitchell,183,4130,118,8578
Howard,170,1968,153,4242
Ringgold,152,1928,4,4061
Lyon,147,2856,62,5921
Chickasaw,139,2649,316,5746
Butler,134,3718,137,7716
Calhoun,128,4011,157,8334
Adams,117,1581,6,3465
Sac,117,3173,42,6522
Taylor,116,2106,11,4362
Ida,113,1474,478,3537
Pocahontas,100,1783,140,3809
Fremont,100,1521,94,3236
Van Buren,96,1364,91,2917
Audubon,88,1913,101,4012
Keokuk,81,1508,100,3195
Worth,77,1636,0,3346
Osceola,50,1420,153,3043
