County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,68371,143437,6878,362802
Linn,28570,76194,6752,186351
Johnson,18571,60466,2768,142194
Story,14701,28592,1285,72765
Scott,14369,55199,3942,129896
Black Hawk,13517,46731,4552,111814
Dallas,12530,24340,1467,61718
Dubuque,11530,43317,1227,99257
Pottawattamie,7939,30956,4293,75120
Woodbury,6955,31699,2910,72844
Warren,5162,10760,494,26839
Cerro Gordo,4790,17947,1182,41890
Marshall,4382,7533,2509,21907
Clinton,3929,10525,1047,26092
Muscatine,3675,8395,4101,24645
Jasper,3619,8804,505,21464
Des Moines,3493,12958,539,29910
Webster,3370,12402,835,29176
Poweshiek,2792,5403,153,13646
Boone,2537,7669,289,18074
Marion,2482,8644,3686,23491
Bremer,2429,8993,951,21342
Wapello,2388,8354,437,19579
Lee,2110,8732,1153,20965
Tama,2101,4985,940,12923
Iowa,1881,3548,477,9452
Sioux,1877,7278,2343,18791
Henry,1842,4906,577,12284
Jackson,1816,5640,122,13201
Mahaska,1787,5069,256,12205
Carroll,1740,7287,778,17145
Madison,1737,4767,78,11341
Jones,1737,3921,605,10226
Cass,1721,8067,246,18209
Washington,1704,4730,386,11553
Winneshiek,1683,5368,585,13048
Page,1617,4838,627,11927
Fayette,1505,8121,809,18552
Emmet,1487,3267,297,8399
Hamilton,1480,4943,325,11781
Mills,1423,3774,85,9063
Dickinson,1392,5650,123,12831
Buchanan,1389,4435,190,10439
Plymouth,1382,5131,2784,14448
Floyd,1324,4510,717,11051
Buena Vista,1296,4811,3160,14178
Benton,1293,5770,357,13187
Cedar,1287,4547,201,10560
Union,1161,3318,119,7789
Jefferson,1080,5442,754,12726
Crawford,1074,4422,1458,11388
Hardin,1049,4622,1156,11449
Shelby,1027,4357,45,9825
Harrison,947,2379,187,5890
Delaware,924,3191,603,7901
Clay,916,6737,59,14414
Guthrie,888,3089,174,7233
Greene,869,3364,336,7929
Grundy,853,3485,205,8035
Calhoun,817,3261,100,7450
Winnebago,811,2830,387,6875
Kossuth,808,4710,376,10631
Clayton,788,5132,576,11635
Lucas,777,2439,306,5989
Clarke,768,3079,1259,8160
Wright,763,3642,1481,9506
Cherokee,737,3609,169,8125
Butler,735,3038,103,6919
Montgomery,732,2246,500,5745
O'Brien,723,4145,225,9245
Sac,653,2606,0,5872
Appanoose,640,3420,383,7916
Wayne,625,2305,332,5612
Chickasaw,622,2064,298,5043
Hancock,620,2205,552,5581
Allamakee,604,4843,45,10323
Davis,565,2551,1591,7259
Lyon,564,2333,25,5250
Monroe,546,2384,199,5521
Franklin,516,2805,175,6304
Humboldt,508,3291,314,7506
Howard,506,1512,87,3606
Decatur,499,2303,105,5252
Monona,458,1479,105,3507
Palo Alto,420,2718,85,5977
Louisa,418,2681,1493,7245
Pocahontas,401,1415,130,3363
Mitchell,393,3812,0,8029
Keokuk,343,1178,100,2800
Ringgold,339,1637,0,3640
Worth,331,1320,0,2968
Adair,306,1762,264,4053
Van Buren,276,1159,69,2662
Osceola,264,1153,120,2690
Out of State,257,4254,0,8416
Adams,257,1425,0,3241
Taylor,254,1897,0,4070
Fremont,234,1325,73,2959
Audubon,220,1701,96,3715
Ida,151,1371,361,3256
