County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,61942,156171,7229,381871
Linn,25069,81869,6909,194371
Johnson,15310,65082,2950,148150
Story,14208,30619,1571,76361
Scott,12116,58626,4062,134674
Black Hawk,11086,49803,4649,115622
Dallas,10945,27105,1499,65558
Dubuque,8560,46955,1330,103652
Pottawattamie,7061,32635,4307,77599
Woodbury,5046,34321,3721,76998
Warren,4345,11773,561,28203
Marshall,4187,7983,2520,22615
Cerro Gordo,4167,18824,1241,43103
Clinton,3508,11176,1074,27005
Jasper,3165,9386,539,22240
Muscatine,3103,9170,4107,25655
Webster,2916,12914,843,29804
Des Moines,2746,13934,565,31187
Bremer,2185,9349,958,21816
Boone,2165,8180,325,18769
Marion,2087,9140,3719,24178
Wapello,1998,8913,441,20333
Lee,1951,9000,1203,21406
Tama,1710,5516,944,13605
Carroll,1705,7390,793,17351
Iowa,1698,3760,477,9697
Jones,1693,4033,605,10409
Poweshiek,1661,6666,171,15087
Winneshiek,1611,5594,675,13512
Mahaska,1582,5329,280,12560
Page,1563,4973,627,12153
Madison,1559,5015,105,11694
Sioux,1555,7728,2358,19382
Jackson,1520,6029,137,13699
Henry,1503,5370,656,12940
Washington,1492,5086,403,12077
Benton,1210,5912,363,13400
Hamilton,1201,5276,339,12194
Fayette,1188,8487,833,19008
Buena Vista,1124,5078,3160,14540
Mills,1098,4131,92,9463
Union,1065,3480,146,8044
Cass,1063,8734,256,18953
Floyd,1036,4875,753,11542
Jefferson,1025,5635,754,13059
Cedar,1013,4857,201,10906
Dickinson,1010,6127,140,13420
Hardin,955,4768,1179,11696
Buchanan,929,4923,190,10957
Guthrie,843,3163,174,7345
Crawford,829,4754,1466,11822
Emmet,824,3991,297,9191
Plymouth,793,5768,2796,15156
Harrison,787,2588,187,6154
Kossuth,715,4847,380,10821
Lucas,693,2525,319,6105
Clay,684,7027,78,14782
Grundy,681,3686,207,8267
Shelby,676,4764,55,10311
O'Brien,665,4226,225,9351
Butler,660,3132,103,7032
Wright,659,3773,1493,9675
Clarke,645,3245,1282,8407
Calhoun,645,3451,125,7693
Clayton,642,5298,589,11843
Winnebago,639,3039,392,7127
Allamakee,635,4887,49,10446
Cherokee,631,3772,173,8350
Greene,630,3595,354,8207
Delaware,557,3636,641,8458
Appanoose,538,3550,409,8108
Montgomery,534,2512,510,6092
Hancock,520,2373,576,5841
Howard,510,1512,87,3610
Franklin,480,2854,187,6380
Sac,470,2806,0,6089
Chickasaw,462,2245,298,5245
Wayne,459,2484,338,5827
Lyon,458,2471,25,5421
Humboldt,406,3407,318,7666
Mitchell,392,3813,64,8095
Pocahontas,388,1432,130,3383
Monona,373,1567,105,3599
Palo Alto,360,2810,88,6103
Decatur,355,2458,105,5439
Monroe,354,2580,199,5734
Louisa,347,2775,1493,7366
Davis,324,2809,1595,7547
Worth,311,1354,0,3016
Ringgold,280,1724,0,3756
Out of State,257,4254,0,8428
Keokuk,247,1274,100,2896
Adair,225,1863,280,4189
Taylor,223,1942,0,4130
Fremont,217,1343,73,2978
Audubon,204,1727,101,3756
Adams,200,1479,1,3303
Van Buren,193,1254,79,2780
Osceola,186,1250,125,2811
Ida,150,1371,426,3319
