County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,26718,233101,11767,504351
Linn,8533,114745,8376,245153
Scott,7280,74619,5981,163719
Johnson,6828,85477,4073,181490
Black Hawk,5040,63038,6009,137360
Story,4756,46464,2682,99549
Pottawattamie,4485,41404,4791,93012
Woodbury,3953,40393,4739,89068
Dallas,3440,41380,2368,87174
Dubuque,3229,57348,2068,119788
Cerro Gordo,1935,23570,1785,50932
Des Moines,1875,16775,693,36157
Clinton,1502,15284,1491,33648
Warren,1429,16041,942,34296
Webster,1372,16065,1261,35043
Marshall,1194,12797,2739,29427
Muscatine,1105,12976,4839,32025
Bremer,913,11603,1199,25311
Lee,877,11300,1825,25539
Wapello,863,11397,824,24605
Jasper,813,13254,1116,28241
Marion,778,11403,4003,27734
Boone,728,10637,536,22489
Buena Vista,642,6504,3521,17265
Jefferson,637,6961,938,15493
Winneshiek,626,7632,987,16846
Tama,612,7922,969,17482
Page,583,6446,780,14287
Carroll,566,9196,1084,20214
Emmet,566,4465,369,9983
Mills,539,5626,144,11950
Sioux,528,9549,2623,22259
Poweshiek,519,8747,407,18321
Fayette,498,9714,904,20845
Washington,491,6869,526,14762
Clay,490,7881,246,16442
Cass,469,9862,422,20835
Mahaska,467,7067,517,15162
Henry,461,6939,1859,16247
Dickinson,458,7268,240,15239
Kossuth,415,5607,473,12142
Plymouth,408,6755,2919,16875
Benton,395,7231,459,15325
Union,361,4614,285,9784
Crawford,334,5788,1581,13515
Allamakee,318,5416,109,11269
Jackson,306,7746,254,16036
Grundy,295,4417,380,9522
Buchanan,286,5964,311,12521
O'Brien,286,5047,333,10722
Floyd,285,6080,1015,13478
Jones,285,5916,874,13048
Clarke,276,3988,1353,9619
Cedar,275,5991,277,12502
Montgomery,274,3054,571,6979
Wright,267,4648,1705,11249
Appanoose,267,4050,473,8932
Madison,264,6694,154,13872
Hamilton,262,6657,401,14130
Greene,260,4218,499,9267
Iowa,260,5479,604,11843
Harrison,253,3231,240,6968
Out of State,246,5211,1,10370
Hardin,244,5944,1311,13497
Shelby,244,5533,125,11479
Humboldt,234,3800,376,8354
Delaware,232,4433,752,9811
Winnebago,227,3747,496,8237
Guthrie,210,4208,244,8891
Cherokee,204,4484,253,9433
Clayton,181,5887,652,12652
Wayne,173,2843,376,6339
Franklin,166,3340,239,7097
Davis,162,3143,1658,8129
Monroe,160,3075,281,6623
Mitchell,160,4236,142,8794
Lucas,158,3276,389,7190
Decatur,156,2772,118,5912
Howard,152,2042,164,4387
Palo Alto,152,3207,146,6740
Louisa,144,3132,1522,7910
Adair,144,2150,329,4710
Ida,119,1526,491,3658
Chickasaw,110,2715,330,5863
Lyon,103,2914,72,6014
Hancock,99,2922,709,6652
Sac,99,3197,49,6560
Butler,91,3770,161,7812
Calhoun,89,4055,169,8401
Adams,86,1623,8,3525
Taylor,83,2162,19,4452
Ringgold,81,2023,4,4185
Van Buren,76,1394,111,2977
Pocahontas,71,1839,146,3899
Fremont,69,1579,98,3325
Monona,66,2087,191,4415
Worth,55,1686,1,3425
Osceola,44,1459,161,3121
Keokuk,42,1565,100,3270
Audubon,26,1989,101,4102
