County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,26160,234452,11903,506639
Linn,8376,115189,8438,245948
Scott,7166,74979,6028,164382
Johnson,6747,85787,4105,182043
Black Hawk,4968,63307,6031,137847
Story,4651,46659,2695,99845
Pottawattamie,4418,41611,4798,93366
Woodbury,3926,40571,4756,89412
Dallas,3398,41532,2380,87442
Dubuque,3180,57528,2086,120119
Cerro Gordo,1925,23643,1818,51102
Des Moines,1849,16851,701,36291
Clinton,1529,15366,1512,33855
Warren,1361,16119,947,34390
Webster,1350,16121,1271,35142
Marshall,1194,12857,2753,29558
Muscatine,1085,13042,4857,32150
Bremer,858,11677,1204,25410
Lee,856,11370,1861,25693
Wapello,844,11445,825,24682
Jasper,811,13299,1127,28339
Marion,760,11443,4009,27800
Boone,662,10741,542,22637
Jefferson,638,6983,944,15543
Buena Vista,627,6544,3531,17341
Tama,600,7941,969,17511
Page,584,6462,785,14323
Winneshiek,559,7716,991,16952
Carroll,557,9229,1089,20278
Emmet,551,4486,369,10009
Mills,529,5645,144,11979
Sioux,512,9580,2624,22307
Poweshiek,510,8784,415,18394
Fayette,488,9725,904,20857
Washington,484,6896,529,14812
Clay,477,7902,254,16480
Henry,460,6952,1868,16283
Cass,458,9883,427,20872
Mahaska,457,7103,523,15232
Dickinson,442,7301,242,15291
Benton,399,7255,459,15375
Kossuth,395,5643,477,12197
Plymouth,393,6786,2924,16928
Union,337,4645,291,9827
Crawford,321,5811,1582,13549
Allamakee,318,5422,111,11281
Jackson,305,7762,254,16067
Grundy,295,4421,385,9537
Buchanan,279,5980,316,12554
Montgomery,275,3062,571,6997
Floyd,274,6101,1019,13512
Jones,273,5942,884,13096
Clarke,270,4012,1355,9663
Madison,269,6698,154,13885
Appanoose,264,4057,475,8945
O'Brien,263,5076,338,10762
Cedar,263,6015,279,12542
Harrison,252,3231,240,6968
Out of State,246,5210,1,10370
Hardin,241,5951,1318,13516
Wright,239,4687,1712,11306
Greene,237,4249,501,9308
Humboldt,231,3805,378,8363
Hamilton,231,6701,403,14191
Delaware,228,4441,755,9827
Winnebago,227,3758,500,8263
Shelby,225,5555,126,11505
Iowa,225,5530,606,11913
Guthrie,200,4221,245,8908
Cherokee,200,4499,258,9464
Clayton,173,5896,653,12663
Wayne,170,2849,376,6348
Lucas,162,3278,390,7198
Davis,162,3150,1658,8143
Monroe,158,3080,282,6632
Palo Alto,152,3215,146,6754
Decatur,148,2781,118,5922
Howard,147,2049,164,4396
Louisa,144,3141,1524,7930
Mitchell,140,4269,144,8841
Franklin,136,3381,244,7151
Adair,128,2156,331,4719
Ida,119,1526,491,3658
Chickasaw,108,2725,337,5888
Lyon,98,2923,72,6027
Butler,92,3770,164,7816
Sac,91,3206,50,6571
Hancock,86,2938,712,6674
Adams,86,1623,8,3526
Taylor,85,2162,19,4454
Ringgold,77,2027,4,4189
Van Buren,76,1394,111,2977
Monona,76,2093,196,4441
Calhoun,75,4073,171,8425
Fremont,69,1579,98,3325
Pocahontas,65,1848,146,3911
Worth,53,1690,1,3431
Osceola,44,1459,161,3121
Keokuk,38,1572,100,3280
Audubon,26,1989,101,4102
