County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,24389,237337,12135,510814
Linn,8014,115913,8514,247106
Scott,6768,75692,6083,165471
Johnson,6283,86512,4137,183050
Black Hawk,4860,63635,6059,138416
Story,4483,46966,2726,100325
Pottawattamie,4228,41984,4826,93950
Woodbury,3888,40798,4780,89849
Dallas,3223,41848,2406,87946
Dubuque,3076,57747,2112,120479
Cerro Gordo,1935,23709,1849,51272
Des Moines,1705,17054,707,36565
Clinton,1417,15556,1522,34132
Webster,1254,16271,1281,35360
Warren,1193,16311,961,34622
Marshall,1123,12971,2770,29729
Muscatine,1042,13135,4877,32311
Lee,845,11433,1872,25820
Wapello,843,11493,860,24812
Bremer,804,11755,1214,25523
Jasper,792,13354,1132,28435
Marion,740,11499,4011,27893
Boone,631,10819,548,22760
Jefferson,614,7016,951,15591
Buena Vista,613,6588,3541,17428
Page,573,6486,791,14368
Tama,557,7977,969,17551
Emmet,544,4496,378,10031
Winneshiek,526,7769,994,17024
Mills,524,5663,145,12014
Carroll,522,9284,1093,20357
Sioux,505,9614,2627,22369
Fayette,472,9751,906,20899
Poweshiek,471,8841,415,18471
Washington,468,6929,534,14865
Clay,464,7932,260,16533
Henry,447,6991,1877,16358
Mahaska,447,7125,530,15275
Cass,440,9908,427,20909
Dickinson,431,7326,243,15331
Benton,399,7265,459,15395
Plymouth,383,6802,2929,16957
Kossuth,377,5670,477,12235
Union,319,4671,293,9864
Crawford,314,5841,1584,13604
Jackson,304,7779,257,16104
Allamakee,304,5439,111,11302
Grundy,287,4433,388,9555
Jones,278,5952,885,13122
Montgomery,272,3104,571,7073
Buchanan,270,5999,318,12585
Floyd,269,6121,1021,13550
O'Brien,264,5083,338,10777
Madison,259,6719,154,13918
Clarke,258,4037,1355,9702
Appanoose,254,4074,475,8969
Cedar,254,6027,280,12558
Harrison,249,3241,244,6989
Out of State,246,5211,1,10374
Wright,236,4693,1712,11315
Hardin,235,5967,1321,13545
Hamilton,232,6711,403,14213
Iowa,226,5530,610,11919
Delaware,224,4451,755,9843
Shelby,218,5570,126,11528
Winnebago,218,3775,500,8288
Humboldt,218,3817,378,8381
Greene,215,4275,501,9340
Cherokee,199,4511,261,9489
Guthrie,193,4235,256,8939
Wayne,171,2850,376,6353
Clayton,169,5900,653,12668
Lucas,163,3281,393,7210
Davis,161,3154,1658,8151
Monroe,156,3090,287,6655
Mitchell,152,4270,144,8855
Palo Alto,151,3221,147,6766
Louisa,147,3143,1525,7940
Howard,147,2049,164,4396
Decatur,146,2786,118,5931
Franklin,136,3385,244,7159
Adair,128,2157,331,4721
Ida,115,1532,491,3666
Chickasaw,111,2725,337,5891
Lyon,103,2923,72,6032
Butler,92,3772,165,7821
Sac,90,3206,50,6571
Hancock,85,2938,713,6675
Taylor,77,2169,19,4461
Van Buren,76,1394,111,2977
Monona,76,2093,196,4441
Calhoun,76,4073,177,8432
Adams,74,1635,8,3540
Fremont,69,1579,98,3325
Ringgold,67,2037,4,4201
Pocahontas,65,1851,146,3917
Worth,47,1697,1,3439
Keokuk,38,1572,100,3280
Osceola,34,1472,161,3137
Audubon,26,1989,101,4102
