County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,71237,109442,6700,297967
Linn,31746,59398,6573,155951
Scott,21417,42462,3913,111190
Johnson,20436,49868,2665,123207
Dubuque,18949,31645,1063,83232
Black Hawk,15737,38589,4464,97671
Dallas,14242,16196,1464,47374
Woodbury,12066,24068,2719,62470
Story,11030,22650,924,57125
Pottawattamie,8964,26565,4287,67348
Cerro Gordo,5978,15109,1133,37287
Webster,5622,8907,829,24271
Warren,5066,8512,471,22257
Clinton,4954,8106,1040,22239
Marshall,4354,5736,2506,18288
Des Moines,4192,11262,532,27131
Muscatine,4112,6705,4098,21642
Jasper,3821,7060,494,18179
Marion,3583,6652,3684,20557
Carroll,3575,4760,768,13870
Fayette,3514,5574,807,15435
Bremer,3197,7551,952,19225
Poweshiek,3126,4253,138,11664
Lee,3065,7072,1151,18541
Boone,3017,6118,269,15468
Wapello,3010,7042,435,17542
Jefferson,2643,3338,754,10078
Sioux,2591,6038,2323,16996
Winneshiek,2513,3778,513,10606
Dickinson,2512,4267,115,11158
Mahaska,2465,3928,249,10573
Cass,2454,7146,228,17001
Madison,2360,3619,78,9672
Hamilton,2229,3600,324,9786
Plymouth,2226,4136,2779,13281
Washington,2204,3663,380,9907
Tama,2153,4348,926,11682
Iowa,2127,3165,466,8920
Henry,2107,3835,554,10349
Greene,2052,1950,335,6269
Shelby,2004,3196,38,8438
Mills,1995,2888,85,7861
Jackson,1951,4882,122,11824
Humboldt,1910,1883,315,6006
Clay,1898,5488,50,12871
Page,1889,3797,626,10101
Hardin,1888,3522,1141,10054
Buchanan,1885,3638,190,9336
Benton,1829,4145,356,10481
Cedar,1777,3746,201,9456
Buena Vista,1769,3847,3117,12663
Emmet,1768,2847,295,7825
Crawford,1761,3472,1458,10161
Floyd,1747,3497,714,9441
Clayton,1626,4112,568,10407
Union,1615,2539,114,6748
Jones,1546,3146,605,8480
Kossuth,1530,3820,374,9531
Wright,1502,2588,1479,8137
Cherokee,1469,2637,170,6907
O'Brien,1319,3302,225,8152
Winnebago,1313,2087,387,5886
Lucas,1301,1786,306,5157
Guthrie,1272,2381,176,6198
Appanoose,1255,2717,373,7060
Grundy,1252,2771,199,6997
Davis,1247,1802,1576,6422
Franklin,1227,1962,175,5321
Delaware,1208,2623,505,6953
Decatur,1160,1625,105,4495
Allamakee,1114,4049,45,9243
Wayne,1081,1837,332,5088
Harrison,1064,1933,187,5116
Montgomery,1037,1722,499,4979
Calhoun,1029,2655,100,6437
Sac,1001,2195,0,5392
Clarke,915,2658,1249,7473
Monroe,913,1886,199,4876
Louisa,887,2042,1489,6440
Lyon,867,1854,25,4596
Palo Alto,850,2171,82,5306
Butler,730,2780,65,6358
Adams,642,1111,0,2891
Howard,639,1167,87,3052
Hancock,587,2038,552,5212
Adair,576,1353,253,3518
Ringgold,570,1329,0,3250
Chickasaw,544,1945,298,4729
Mitchell,534,3347,0,7237
Taylor,524,1574,0,3699
Monona,495,1271,105,3127
Audubon,492,1346,96,3280
Pocahontas,474,1101,130,2805
Fremont,451,1066,71,2655
Worth,398,1148,0,2690
Van Buren,368,908,62,2245
Osceola,340,988,120,2437
Keokuk,318,1077,100,2572
Out of State,256,4255,0,8396
Ida,239,1182,361,2966
