County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,66887,102042,4574,276810
Linn,31646,54947,5841,146277
Scott,22218,39507,2930,105063
Johnson,21082,46694,2223,117131
Dubuque,17300,30951,888,80029
Black Hawk,16213,35406,4157,91458
Dallas,14340,14207,1146,43238
Woodbury,11705,23040,2569,59907
Story,11187,21378,827,54640
Pottawattamie,10053,24753,4176,64639
Cerro Gordo,6205,14357,1055,35902
Webster,5712,8638,783,23774
Clinton,5531,7241,962,21000
Warren,5108,7845,264,20759
Des Moines,4692,10399,450,25797
Muscatine,4227,6143,3690,20221
Marion,3946,6096,3554,19667
Fayette,3853,5075,776,14741
Jasper,3791,6663,398,17265
Marshall,3560,5516,2215,16770
Bremer,3558,6908,591,17930
Wapello,3484,6221,386,16319
Boone,3430,5456,206,14497
Lee,3397,6486,1119,17662
Carroll,3352,4612,710,13298
Cass,3252,6137,205,15759
Poweshiek,2992,3929,111,10868
Jefferson,2788,3114,733,9754
Sioux,2653,5699,2278,16332
Winneshiek,2588,3533,413,10089
Dickinson,2490,4058,94,10692
Washington,2402,3225,361,9208
Madison,2297,3307,78,8991
Mahaska,2286,3639,223,9782
Hamilton,2272,3440,299,9469
Plymouth,2221,4027,2555,12828
Page,2217,3388,288,9266
Henry,2134,3682,402,9910
Greene,2047,1740,230,5754
Tama,2045,4119,799,10988
Mills,2003,2748,85,7590
Clay,1998,5278,35,12524
Iowa,1995,3100,466,8656
Humboldt,1969,1682,315,5665
Kossuth,1961,3260,302,8770
Buchanan,1953,3488,187,9102
Jackson,1911,4751,122,11517
Crawford,1906,3155,1457,9659
Benton,1889,3948,319,10110
Clayton,1793,3824,432,9864
Cedar,1782,3550,201,9073
Shelby,1778,3018,33,7846
Emmet,1776,2761,294,7654
Hardin,1758,3395,946,9476
Floyd,1716,3339,416,8790
Buena Vista,1667,3744,3093,12323
Union,1642,2258,84,6236
Appanoose,1534,2396,341,6652
Jones,1534,2990,557,8110
Wright,1525,2490,1433,7917
O'Brien,1474,3031,116,7660
Cherokee,1447,2575,125,6716
Guthrie,1438,2131,174,5861
Winnebago,1341,1949,385,5633
Decatur,1286,1461,105,4284
Grundy,1278,2575,116,6547
Franklin,1278,1886,146,5190
Lucas,1266,1593,273,4715
Delaware,1238,2501,200,6433
Davis,1217,1752,1575,6285
Wayne,1217,1657,332,4863
Allamakee,1177,3984,0,9131
Calhoun,1070,2609,97,6382
Harrison,1064,1933,187,5116
Clarke,1037,2501,1224,7241
Monroe,1005,1728,199,4653
Montgomery,983,1682,499,4839
Louisa,967,1868,1488,6172
Sac,905,2138,0,5182
Lyon,889,1737,25,4384
Butler,819,2629,50,6130
Palo Alto,805,2149,0,5134
Chickasaw,754,1734,298,4516
Adams,715,1031,0,2793
Hancock,700,1864,512,4937
Adair,666,1249,168,3315
Ringgold,638,1237,0,3125
Taylor,600,1534,0,3654
Howard,587,1158,87,2986
Mitchell,539,3345,0,7233
Audubon,482,1346,94,3268
Fremont,477,1017,71,2583
Pocahontas,468,1101,130,2799
Monona,424,1264,104,3041
Keokuk,416,975,100,2467
Worth,414,1050,0,2510
Van Buren,409,863,7,2141
Osceola,389,938,120,2386
Ida,328,1092,279,2793
Out of State,259,4255,0,8394
