County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,62942,153753,7132,377974
Linn,26328,80229,6829,192260
Johnson,15849,64204,2925,146953
Story,14200,30449,1543,76050
Scott,12983,57486,4032,133217
Black Hawk,11740,49026,4616,114687
Dallas,11129,26677,1491,64924
Dubuque,9522,45801,1309,102288
Pottawattamie,6977,32568,4293,77374
Woodbury,5168,34080,3201,76116
Warren,4592,11482,554,27854
Cerro Gordo,4205,18713,1219,42894
Marshall,4203,7928,2517,22522
Clinton,3770,10838,1072,26587
Jasper,3311,9215,533,22022
Muscatine,3200,9043,4107,25487
Webster,2948,12867,842,29735
Des Moines,2807,13834,559,31031
Poweshiek,2250,6014,168,14356
Marion,2240,8975,3713,23979
Bremer,2220,9281,955,21712
Boone,2179,8121,315,18658
Wapello,2104,8779,437,20157
Lee,2001,8927,1189,21291
Carroll,1716,7338,792,17256
Iowa,1713,3748,477,9685
Tama,1696,5488,942,13528
Jones,1695,4023,605,10391
Henry,1651,5166,655,12705
Mahaska,1649,5243,277,12448
Winneshiek,1597,5582,669,13469
Madison,1585,4985,105,11657
Page,1581,4941,627,12105
Sioux,1578,7683,2356,19314
Jackson,1529,5994,133,13634
Washington,1458,5051,401,11972
Cass,1346,8451,252,18652
Benton,1233,5879,363,13357
Fayette,1231,8422,819,18905
Hamilton,1228,5244,339,12154
Floyd,1222,4674,740,11312
Buena Vista,1180,4992,3160,14428
Mills,1130,4102,92,9434
Union,1052,3477,138,8017
Dickinson,1024,6095,134,13364
Jefferson,1021,5623,754,13031
Cedar,1015,4848,201,10891
Hardin,991,4714,1176,11612
Buchanan,962,4892,190,10926
Guthrie,859,3141,174,7317
Crawford,844,4721,1458,11761
Emmet,840,3975,297,9169
Plymouth,801,5753,2792,15130
Harrison,787,2588,187,6154
Grundy,757,3594,207,8160
Delaware,743,3435,610,8215
Kossuth,741,4816,376,10781
Clarke,731,3147,1274,8288
Lucas,708,2513,319,6090
Clay,707,7002,73,14749
Shelby,707,4725,52,10256
O'Brien,698,4188,225,9308
Wright,687,3747,1492,9648
Butler,677,3114,103,7013
Winnebago,673,3004,392,7091
Clayton,669,5276,589,11821
Greene,656,3556,352,8152
Calhoun,646,3451,121,7689
Cherokee,636,3761,173,8333
Montgomery,592,2428,505,5974
Allamakee,588,4881,47,10385
Appanoose,537,3547,409,8100
Hancock,522,2368,566,5823
Lyon,513,2412,25,5358
Howard,510,1512,87,3610
Franklin,479,2854,186,6378
Wayne,476,2461,338,5796
Sac,470,2806,0,6089
Chickasaw,462,2245,298,5245
Humboldt,437,3373,316,7622
Pocahontas,400,1420,130,3371
Mitchell,392,3812,64,8093
Monona,373,1567,105,3599
Palo Alto,371,2796,88,6085
Louisa,367,2756,1493,7347
Monroe,366,2568,199,5717
Decatur,365,2449,105,5425
Davis,328,2797,1595,7522
Worth,311,1354,0,3016
Ringgold,281,1724,0,3756
Out of State,257,4254,0,8422
Keokuk,247,1274,100,2896
Taylor,223,1942,0,4130
Adair,222,1863,280,4186
Fremont,219,1341,73,2976
Audubon,214,1717,100,3745
Adams,205,1473,1,3295
Van Buren,193,1254,69,2770
Osceola,186,1250,125,2811
Ida,151,1371,426,3319
